title,date,source,author,category,label
Almost stand listen radio serve.,2024-10-19,Daily News,Timothy Wood,Sports,fake
Again American song Mr.,2022-08-07,Reuters,,Politics,fake
Few television wear stuff staff a by.,2023-10-31,The Guardian,Samuel Frey,Sports,real
No rest risk although decision.,2024-09-11,Reuters,Kathryn Pollard,Entertainment,real
Military have author important next recognize machine left.,2024-10-26,CNN,Jack Le,Entertainment,fake
Audience leg decide.,2022-06-19,BBC,Kristen Jones,Technology,real
Some attention serious about whose discuss visit case.,2023-02-10,CNN,Duane Berg,Technology,fake
Lawyer understand individual my.,2024-01-16,BBC,Brittney Le,Business,real
For several although newspaper along.,2023-03-16,Fox News,Donald Johnson DDS,Science,real
Item house type eye sport result risk color.,2022-11-11,CNN,,Business,fake
Easy responsibility space very.,2023-05-14,BBC,Robert Olson,Business,real
Too thank behind wrong have moment this.,2025-02-06,Daily News,Derek Wilson,Business,fake
Student sometimes computer thing.,2022-10-19,CNN,Ricky Fitzgerald,Politics,real
Response figure they choice woman.,2025-02-14,Reuters,Shannon Hayden,Sports,real
Lay use enough over door.,2024-04-14,Daily News,Kimberly Patel MD,Health,fake
Feel middle might during become few simply.,2023-05-19,The Guardian,Rebecca Welch,Health,fake
Wear study performance trouble.,2022-12-05,Daily News,David Harrell,Science,real
Indicate federal around officer.,2022-04-28,Global Times,Brandy Rubio,Entertainment,real
Seat win project special exactly get.,2023-11-12,Fox News,James Huffman,Politics,real
Care guess capital pass cultural player.,2023-05-30,NY Times,Julie Gallegos,Science,real
Good design system wonder concern include player.,2024-12-10,Fox News,Jeffery Wolfe,Science,real
Boy full part best.,2023-05-25,BBC,Chad Wallace,Science,fake
Than live better message.,2023-07-02,Global Times,Tiffany Burton,Business,real
Activity moment style me.,2023-11-16,Reuters,Michael Boone,Health,fake
Across general bring kind gas.,2024-06-26,Reuters,Steven Burton,Health,fake
Knowledge various tree light a painting similar.,2023-01-22,The Guardian,,Entertainment,fake
Large second economy wife product plant.,2025-04-21,Reuters,Dr. Mary Williams DVM,Entertainment,real
Do part between level.,2023-08-15,NY Times,Thomas Clark,Sports,real
Sometimes figure avoid generation policy garden.,2024-12-12,Daily News,,Sports,fake
Name white section old budget.,2023-05-05,Reuters,Gerald Cruz,Politics,real
Answer blue daughter special case apply buy.,2022-07-22,CNN,Ryan Scott,Sports,real
Always hair upon mother before those allow personal.,2022-07-14,Daily News,Dwayne Weaver,Entertainment,fake
Machine population grow yet thing political away.,2023-07-12,BBC,Jaime Hicks,Health,real
Early dream investment sometimes wall then.,2025-02-13,Global Times,Charles Johnston,Sports,fake
Including note set make his decide.,2025-03-10,Daily News,,Entertainment,real
Research where option way sell.,2025-03-15,The Guardian,Dean Burnett,Science,fake
Learn many section you necessary.,2022-07-07,NY Times,Andrea Mueller,Politics,fake
Help cultural difficult add write add.,2024-09-07,Daily News,Jonathan Castillo,Technology,fake
Herself population state election everything hit front.,2024-04-20,Daily News,Emily Jordan,Science,real
Activity college fine film yard administration fly.,2022-05-03,Global Times,Lindsey Stevenson,Health,fake
Piece offer loss just skill.,2023-01-27,Fox News,Lisa Watkins,Politics,real
Black as respond style thing finally skill.,2025-01-04,BBC,Kathleen Ruiz,Business,real
Exactly grow less office these other program.,2023-08-03,NY Times,Katie Allison,Science,real
It candidate shoulder.,2022-08-06,NY Times,Courtney King,Entertainment,fake
Show prevent trade already forward.,2024-04-08,The Guardian,James Kidd,Science,real
Social personal glass couple key respond successful surface.,2024-04-19,CNN,Jennifer Howell,Business,real
Far government medical break add about town.,2023-08-27,Global Times,Robert Mendez,Politics,fake
Laugh from size purpose.,2022-11-13,Fox News,Tiffany Davis,Health,real
Success office and within but skill.,2024-08-02,The Guardian,Ms. Jacqueline Garcia MD,Entertainment,real
Heavy role think difficult price environmental.,2023-11-24,BBC,Mary Nguyen,Science,real
Back western seven debate white address.,2022-06-25,Fox News,Daniel Webb,Sports,fake
Summer live meet only husband water direction fund.,2025-03-08,NY Times,,Business,real
Cover response oil my dog.,2024-01-25,Fox News,Heather Brown,Science,fake
Accept various pull reality mother task late include.,2023-06-16,Daily News,Elizabeth Clark,Health,fake
Idea indicate act official beyond begin.,2023-03-26,CNN,John Stewart,Technology,real
Value arrive for home radio couple.,2023-04-23,Daily News,Alexis Smith DVM,Entertainment,real
Force office best.,2023-06-20,The Guardian,Vicki Allen,Health,real
Rule forward memory they own foreign control.,2023-03-04,NY Times,Debbie Lee,Technology,fake
Foreign treat make he worker peace.,2022-05-08,The Guardian,Darryl Roth,Sports,real
Put suggest Mrs while take sure week.,2023-08-17,Reuters,Dana Allen,Sports,real
Marriage provide main still loss population guy.,2024-10-17,The Guardian,Robert Franklin,Health,fake
Most pretty under.,2023-05-16,Reuters,Robert Thomas,Science,fake
Always note group art draw.,2022-11-25,BBC,Calvin Cole,Science,fake
I sometimes green look.,2025-02-25,CNN,Erica Price,Sports,fake
Close daughter magazine pull film.,2022-05-11,BBC,Logan Bradford,Technology,fake
Reason success six vote.,2024-07-05,Global Times,Maurice Tucker,Science,fake
What material could least certain large.,2022-12-19,Daily News,Patricia Stewart,Entertainment,fake
It statement book believe.,2025-01-20,Fox News,Matthew Patton,Business,fake
Foot decide page officer just we.,2023-09-15,The Guardian,Aaron Newton MD,Technology,fake
Kid senior respond box least.,2023-07-05,The Guardian,Olivia Newman,Politics,fake
Thought painting culture nature opportunity.,2022-11-18,Daily News,Yolanda Wilson,Politics,fake
Policy specific both something happen.,2022-12-05,Fox News,Mark Daniels,Business,real
Represent southern certainly pretty drive president.,2023-10-15,Daily News,Hayley Johnson,Sports,fake
Human man condition defense third.,2023-11-16,BBC,Nancy Young,Sports,fake
Spend against place apply herself.,2022-06-07,The Guardian,Kevin Bradshaw,Entertainment,fake
What marriage receive.,2024-02-23,Global Times,Sara Cole,Sports,fake
Staff modern conference artist floor.,2024-07-18,Global Times,Jason Barker,Business,real
Take bad tell set computer movie painting hold.,2023-10-15,NY Times,Alexandra Jones,Entertainment,real
Apply year trip own.,2023-06-11,Reuters,Scott Nicholson,Science,real
Beyond teach vote world have American member wait.,2022-12-19,The Guardian,Ian Nichols,Business,fake
Get bad official reality response leave.,2023-02-03,BBC,Gordon Werner,Science,fake
Sound toward thousand.,2022-08-05,Global Times,Veronica Hodges MD,Health,fake
Hard some avoid hard money father.,2024-12-11,Daily News,Robert Hansen,Politics,fake
Avoid something media.,2023-01-17,Global Times,Kenneth Thompson MD,Technology,real
Can stock painting hope control main.,2023-11-16,BBC,Ethan Hull,Entertainment,real
Cost bill without age more.,2022-08-16,CNN,Robin Robinson,Entertainment,fake
Agent pass represent oil up suddenly.,2022-07-16,The Guardian,Kathryn Griffin,Sports,fake
Draw back human bill law.,2022-12-16,BBC,Johnny Sullivan,Politics,real
Trial friend fast deep record opportunity.,2025-01-19,Daily News,Karen Ramos,Sports,real
Yet half receive five paper buy director address.,2022-04-30,Daily News,Mrs. Kathryn Stone,Sports,real
Read ten age rock table ready free long.,2022-10-04,NY Times,,Business,real
Subject beat house light time.,2024-07-04,Reuters,Ashley Flores,Sports,real
Major budget foot capital eye.,2023-03-16,Daily News,Jennifer Riddle,Science,real
Dinner someone kitchen will think.,2022-12-14,Daily News,Andrew Gross,Science,real
Property suddenly visit building collection.,2023-03-28,BBC,Amanda Zimmerman,Science,fake
Pattern interesting science including remain always.,2024-08-06,Daily News,Mr. Spencer Scott DDS,Business,real
Her across fill consider.,2025-02-17,Reuters,Amy Maynard,Sports,real
Draw school down to scientist million.,2024-02-02,Daily News,,Health,fake
None party rock food challenge.,2025-02-05,Daily News,Erin Johnson,Science,fake
Require while quickly stuff data remain hand.,2022-11-08,NY Times,Oscar Owen,Technology,fake
Hand right write street.,2023-03-05,BBC,Xavier Aguilar,Health,real
Style every guy audience partner speak.,2022-07-26,BBC,Catherine Vasquez,Politics,fake
House without these marriage.,2023-12-05,Daily News,Hannah Rodriguez,Politics,fake
Minute story theory action short hope.,2024-05-21,Daily News,Joshua Schmitt,Technology,fake
Only how watch short couple.,2023-12-28,NY Times,Amber Duncan,Technology,real
Idea old young tend.,2023-02-20,CNN,Jack Lewis,Business,real
Both candidate common.,2023-10-03,The Guardian,Benjamin Pineda,Health,fake
Management information direction until.,2022-05-07,Reuters,Jason Evans,Business,fake
Them lawyer cost return.,2025-04-15,Daily News,Kelly Mccoy,Technology,fake
Magazine low be production test floor.,2022-12-12,BBC,Joseph Pollard,Politics,real
Analysis pick very street blue.,2024-02-08,The Guardian,Scott Rodriguez,Business,real
Computer participant home civil base.,2023-08-12,CNN,Aaron Henry DDS,Science,fake
Determine nice stand what old candidate.,2023-09-21,Global Times,Larry Kane,Technology,fake
Who author enter so.,2024-03-19,Reuters,Brenda Bell,Science,real
This this wife appear.,2024-06-20,Global Times,Katherine Campbell,Technology,real
Cultural whether fall former mission money.,2023-07-13,Daily News,,Science,real
Know long talk especially.,2024-03-09,The Guardian,Lucas Taylor,Politics,fake
Short follow still skill effort tree.,2025-03-29,The Guardian,,Business,fake
Find seek treatment job clear.,2024-11-26,Daily News,William Atkins,Health,real
Until subject exactly employee quite likely.,2023-12-10,Fox News,Thomas Miller,Politics,real
Through box news part wait.,2023-10-21,BBC,Cynthia Smith,Health,real
Key opportunity than adult sea most near.,2022-08-11,NY Times,Kim Robinson,Health,fake
Just perform give.,2023-01-03,NY Times,Theresa Kelly,Entertainment,fake
Almost then interest pretty.,2024-12-02,Fox News,Patricia Anthony,Entertainment,fake
Since cultural for.,2022-06-13,Fox News,Laura Duffy,Business,real
Effort far keep government hour.,2023-06-16,Daily News,Morgan King,Business,real
Easy understand already listen cause.,2024-06-29,Daily News,Andrew Wu,Politics,real
Question compare effort.,2022-12-26,BBC,Melanie Cook,Health,real
Level card actually article line.,2025-01-11,,James Wilkinson,Entertainment,real
Question political sometimes book work public.,2024-05-14,Reuters,Eric Ibarra,Politics,fake
Hotel main consider major sea because.,2022-09-15,,Rebecca Rangel,Entertainment,real
Son attention upon herself team treatment.,2022-11-08,Global Times,Carrie Long,Science,fake
Create common across teacher.,2023-09-02,Fox News,Eric Richards,Science,fake
Young themselves action choice happy group.,2023-02-22,Global Times,Anna Mann,Technology,real
Purpose decide hundred moment.,2024-07-26,CNN,Brian Ruiz,Technology,fake
Look before computer.,2025-02-11,Daily News,Tommy Jones,Politics,real
Fight bit pay hold.,2024-01-26,Fox News,Michael Chaney,Technology,real
Thank study staff.,2024-11-11,Global Times,Ernest Clark,Entertainment,fake
Tough while entire knowledge anything decade.,2023-09-12,CNN,Travis Hamilton,Health,fake
Agree politics public born court myself.,2023-04-25,CNN,Christopher Patterson,Science,real
Mission have total interesting fear market.,2023-08-27,Reuters,Dawn Summers,Sports,real
Yard contain story because this month.,2025-01-28,CNN,,Entertainment,fake
Have appear indicate worker around similar.,2024-10-07,Fox News,Jane Simon,Technology,fake
Really strong after condition budget.,2022-08-22,Fox News,Antonio Mahoney,Business,real
Sort water policy campaign never senior.,2024-03-15,Global Times,Ashley Hayes,Entertainment,fake
Control per be end of star their.,2024-10-29,Fox News,Mark Hernandez,Health,fake
Away together participant learn special nice your student.,2024-04-28,BBC,Louis Hubbard,Science,fake
Much want idea piece.,2024-01-20,BBC,Chelsea Henson,Sports,real
Animal first name daughter ready remember.,2023-11-10,NY Times,Alexander Kemp,Politics,real
Day cut without color.,2024-08-06,The Guardian,Jennifer Howell,Sports,real
Light baby conference.,2025-04-12,Reuters,Kathleen Baker,Science,fake
Modern government away reflect.,2023-01-10,BBC,Michael Buck,Politics,fake
Wide election technology involve now.,2024-05-24,Reuters,Alan Morris,Science,real
Suddenly almost spend pattern save sit civil.,2024-08-17,CNN,David Burke,Politics,fake
Majority almost might city know ask.,2024-10-07,CNN,Brett Ho,Sports,real
Away reason behind smile clear professor pick point.,2022-12-01,NY Times,Lucas Sanchez,Science,real
Court tell maintain interesting decide product.,2024-08-14,The Guardian,Amber Barajas,Politics,real
Race heavy court.,2022-07-16,,Patrick White,Sports,real
Many fly receive guy ok dog require.,2024-02-05,Fox News,Laura May,Entertainment,real
Me state research simple area down man.,2023-05-18,CNN,,Business,real
Should their trouble take public.,2023-01-13,Daily News,Gina Huynh MD,Politics,fake
Yard particularly want between own.,2024-05-22,Daily News,Robert Miller,Entertainment,fake
Industry thought style newspaper artist song.,2025-03-22,Daily News,Mrs. Sharon Hernandez,Politics,real
Cold though nothing Congress.,2022-06-21,Global Times,Patrick Mann,Science,real
Real society guess nearly mind.,2024-06-18,The Guardian,Terrence Cameron,Technology,fake
This myself continue morning increase.,2022-08-23,The Guardian,Joseph Duncan,Sports,real
Including military red side.,2024-08-30,CNN,Cynthia Wiggins,Technology,real
Him discuss tend money.,2025-03-20,Daily News,Joann Miller,Health,fake
